"job_id","job_title","salary_year_avg","company_name","skills"
1131472,"Data Scientist","375000.0","Algo Capital Group","sql"
1131472,"Data Scientist","375000.0","Algo Capital Group","python"
1131472,"Data Scientist","375000.0","Algo Capital Group","java"
1131472,"Data Scientist","375000.0","Algo Capital Group","cassandra"
1131472,"Data Scientist","375000.0","Algo Capital Group","spark"
1131472,"Data Scientist","375000.0","Algo Capital Group","hadoop"
1131472,"Data Scientist","375000.0","Algo Capital Group","tableau"
901491,"Machine Learning Engineer","300000.0","orbit","python"
901491,"Machine Learning Engineer","300000.0","orbit","typescript"
901491,"Machine Learning Engineer","300000.0","orbit","golang"
